title,genres
88 Minutes,Drama
88 Minutes,Mystery
Under Siege 2: Dark Territory,Action
Under Siege 2: Dark Territory,Adventure
Under Siege 2: Dark Territory,Thriller
U-571,Action
U-571,War
Bagdad Cafe,Comedy
Bagdad Cafe,Drama
After the Wedding,Drama
"Girl, Interrupted",Biography
"Girl, Interrupted",Drama
I Now Pronounce You Chuck & Larry,Comedy
I Now Pronounce You Chuck & Larry,Romance
Emma,Comedy
Emma,Drama
Emma,Romance
I Know What You Did Last Summer,Horror
I Know What You Did Last Summer,Mystery
Girl with a Pearl Earring,Biography
Girl with a Pearl Earring,Drama
Girl with a Pearl Earring,Romance
Flags of Our Fathers,Action
Flags of Our Fathers,Adventure
Flags of Our Fathers,Drama
Objective 500 Million,Crime
Objective 500 Million,Drama
Objective 500 Million,Thriller
Dark Blue Almost Black,Comedy
Dark Blue Almost Black,Drama
Dark Blue Almost Black,Romance
Brothers,Drama
Brothers,War
Corpse Bride,Animation
Corpse Bride,Comedy
Corpse Bride,Drama
Ménage,Comedy
Ménage,Crime
Ménage,Drama
What Women Want,Comedy
What Women Want,Fantasy
What Women Want,Romance
Beetlejuice,Comedy
Beetlejuice,Fantasy
My Girl,Comedy
My Girl,Drama
My Girl,Family
Law of Desire,Comedy
Law of Desire,Drama
Law of Desire,Thriller
The Down-in-the-Hole Gang,Adventure
The Down-in-the-Hole Gang,Comedy
The Down-in-the-Hole Gang,Fantasy
The Transporter,Action
The Transporter,Crime
The Transporter,Thriller
Blow,Biography
Blow,Crime
Blow,Drama
Vengeance of the Three Musketeers,Adventure
Vengeance of the Three Musketeers,Romance
Tell Her That I Love Her,Drama
Tell Her That I Love Her,Mystery
Tell Her That I Love Her,Romance
Life Upside Down,Drama
Bluebeard,Biography
Bluebeard,Crime
Bluebeard,Drama
Women on the Verge of a Nervous Breakdown,Comedy
Women on the Verge of a Nervous Breakdown,Drama
I Married a Shadow,Drama
I Married a Shadow,Romance
I Married a Shadow,Thriller
Scream,Horror
Scream,Mystery
Scream 2,Horror
Scream 2,Mystery
Scream 3,Horror
Scream 3,Mystery
Scary Movie,Comedy
Scary Movie 2,Comedy
Scary Movie 2,Horror
Chalte Chalte,Drama
Chalte Chalte,Romance
Kal Ho Naa Ho,Comedy
Kal Ho Naa Ho,Drama
Kal Ho Naa Ho,Musical
Scary Movie 3,Comedy
Scary Movie V,Comedy
Scary Movie V,Horror
The Other One's Mug,Comedy
La garce,Crime
La garce,Drama
La garce,Thriller
The Flower of My Secret,Comedy
The Flower of My Secret,Drama
Charlie's Angels,Action
Charlie's Angels,Adventure
Charlie's Angels,Comedy
Pride & Prejudice,Drama
Pride & Prejudice,Romance
The Kingdom,Action
The Kingdom,Drama
The Kingdom,Thriller
The Lady Banker,Comedy
The Lady Banker,Drama
Monster-in-Law,Comedy
Monster-in-Law,Romance
The Brave One,Action
The Brave One,Crime
The Brave One,Drama
Les Misérables,Crime
Les Misérables,Drama
Les Misérables,Romance
Asoka,Action
Asoka,Biography
Asoka,Drama
My Super Ex-Girlfriend,Comedy
My Super Ex-Girlfriend,Romance
My Super Ex-Girlfriend,Sci-Fi
Legends of the Fall,Drama
Legends of the Fall,Romance
Legends of the Fall,War
The Devil's Own,Action
The Devil's Own,Crime
The Devil's Own,Drama
Diva,Crime
Diva,Music
Diva,Thriller
The Spirit of the Beehive,Drama
The Spirit of the Beehive,Fantasy
The Assassination of Jesse James by the Coward Robert Ford,Biography
The Assassination of Jesse James by the Coward Robert Ford,Crime
The Assassination of Jesse James by the Coward Robert Ford,Drama
30 Days of Night,Action
30 Days of Night,Horror
30 Days of Night,Thriller
My Best Friend,Comedy
Conversations with My Gardener,Comedy
Conversations with My Gardener,Drama
Panic Room,Crime
Panic Room,Drama
Panic Room,Thriller
Lady Vengeance,Crime
Lady Vengeance,Drama
Lady Vengeance,Thriller
A Tale of Two Sisters,Drama
A Tale of Two Sisters,Horror
A Tale of Two Sisters,Mystery
The Machinist,Drama
The Machinist,Thriller
Sex and the City,Comedy
Sex and the City,Drama
Sex and the City,Romance
Michael Clayton,Crime
Michael Clayton,Drama
Michael Clayton,Mystery
Je t'aime moi non plus,Drama
Sense and Sensibility,Drama
Sense and Sensibility,Romance
"Lust, Caution",Drama
"Lust, Caution",History
"Lust, Caution",Romance
Armored,Action
Armored,Crime
Armored,Mystery
The Sum of All Fears,Action
The Sum of All Fears,Drama
The Sum of All Fears,Thriller
Hot Fuzz,Action
Hot Fuzz,Comedy
Hot Fuzz,Mystery
Ödipussi,Comedy
Ödipussi,Romance
Sympathy for Mr. Vengeance,Crime
Sympathy for Mr. Vengeance,Drama
Sympathy for Mr. Vengeance,Thriller
"Attention, Papa Arrives!",Comedy
"Attention, Papa Arrives!",Family
Du bist nicht allein,Comedy
Du bist nicht allein,Drama
Du bist nicht allein,Romance
Gone Baby Gone,Crime
Gone Baby Gone,Drama
Gone Baby Gone,Mystery
Runaway Bride,Comedy
Runaway Bride,Romance
Layer Cake,Action
Layer Cake,Crime
Layer Cake,Drama
"Farewell, Friend",Action
"Farewell, Friend",Crime
"Farewell, Friend",Drama
The Invasion,Sci-Fi
The Invasion,Thriller
Confessions of a Dangerous Mind,Biography
Confessions of a Dangerous Mind,Comedy
Confessions of a Dangerous Mind,Crime
The Curious Case of Benjamin Button,Drama
The Curious Case of Benjamin Button,Fantasy
The Curious Case of Benjamin Button,Romance
Howl's Moving Castle,Adventure
Howl's Moving Castle,Animation
Howl's Moving Castle,Family
Une femme à sa fenêtre,Drama
The International,Action
The International,Crime
The International,Drama
Gothika,Horror
Gothika,Mystery
Gothika,Thriller
Five Times Two,Drama
Five Times Two,Romance
American Gangster,Biography
American Gangster,Crime
American Gangster,Drama
Forbidden Games,Drama
Forbidden Games,War
Carry on Screaming!,Comedy
Carry on Screaming!,Horror
Sky Captain and the World of Tomorrow,Action
Sky Captain and the World of Tomorrow,Adventure
Sky Captain and the World of Tomorrow,Mystery
Rush Hour 3,Action
Rush Hour 3,Comedy
Rush Hour 3,Crime
Rush Hour 2,Action
Rush Hour 2,Comedy
Rush Hour 2,Crime
3:10 to Yuma,Action
3:10 to Yuma,Crime
3:10 to Yuma,Drama
Pumping Iron,Documentary
Pumping Iron,Sport
The Boss of It All,Comedy
Ardor,Drama
Ardor,Romance
The Polar Express,Adventure
The Polar Express,Animation
The Polar Express,Comedy
The Band's Visit,Comedy
The Band's Visit,Drama
The Band's Visit,Music
Chaos,Action
Chaos,Crime
Chaos,Drama
Nobody Is Perfect,Comedy
Nobody Is Perfect,Drama
Idiot Love,Comedy
"I'm a Cyborg, But That's OK",Comedy
"I'm a Cyborg, But That's OK",Drama
"I'm a Cyborg, But That's OK",Romance
Battlefield Earth,Action
Battlefield Earth,Adventure
Battlefield Earth,Sci-Fi
The Fugitive,Action
The Fugitive,Crime
The Fugitive,Drama
Finder's Fee,Drama
Finder's Fee,Thriller
The Phantom of Liberty,Comedy
Traitement de choc,Crime
Traitement de choc,Drama
Traitement de choc,Horror
Six-Pack,Thriller
The Blue Lagoon,Adventure
The Blue Lagoon,Drama
The Blue Lagoon,Romance
Control,Biography
Control,Drama
Control,Music
National Lampoon's Christmas Vacation,Comedy
Showtime,Action
Showtime,Comedy
Showtime,Crime
I Know Who Killed Me,Horror
I Know Who Killed Me,Mystery
I Know Who Killed Me,Thriller
The Mist,Horror
The Mist,Sci-Fi
The Mist,Thriller
In the Realm of the Senses,Drama
In the Realm of the Senses,Romance
The Secret,Drama
The Secret,Mystery
The Secret,Thriller
The Pledge,Crime
The Pledge,Drama
The Pledge,Mystery
Only Human,Comedy
Only Human,Romance
Fanny and Alexander,Drama
Along Came Polly,Comedy
Along Came Polly,Romance
The Umbrellas of Cherbourg,Drama
The Umbrellas of Cherbourg,Musical
The Umbrellas of Cherbourg,Romance
The Family Man,Comedy
The Family Man,Drama
The Family Man,Fantasy
Miffo,Comedy
Miffo,Drama
Miffo,Romance
Elling,Comedy
Elling,Drama
P.S. I Love You,Comedy
P.S. I Love You,Drama
P.S. I Love You,Romance
The Witches of Eastwick,Comedy
The Witches of Eastwick,Fantasy
The Witches of Eastwick,Horror
Empties,Comedy
Empties,Drama
Bram Stoker's Dracula,Fantasy
Bram Stoker's Dracula,Horror
Bram Stoker's Dracula,Romance
Fracture,Crime
Fracture,Drama
Fracture,Thriller
The Burned Barns,Crime
The Burned Barns,Drama
The Burned Barns,Mystery
Blue Thunder,Action
Blue Thunder,Crime
Blue Thunder,Drama
Who Finds a Friend Finds a Treasure,Action
Who Finds a Friend Finds a Treasure,Adventure
Who Finds a Friend Finds a Treasure,Comedy
Freddy vs. Jason,Action
Freddy vs. Jason,Horror
I Am Legend,Action
I Am Legend,Drama
I Am Legend,Horror
The Dukes of Hazzard,Comedy
First Knight,Action
First Knight,Adventure
First Knight,Drama
Life,Comedy
Life,Crime
Life,Drama
The Orphanage,Drama
The Orphanage,Horror
The Orphanage,Mystery
Schtonk,Comedy
Schtonk,Crime
To Take a Wife,Drama
The Rookie,Action
The Rookie,Crime
The Rookie,Drama
Zathura: A Space Adventure,Action
Zathura: A Space Adventure,Adventure
Zathura: A Space Adventure,Comedy
Failure to Launch,Comedy
Failure to Launch,Romance
"Watch Out, We're Mad",Action
"Watch Out, We're Mad",Comedy
Outbreak,Action
Outbreak,Drama
Outbreak,Thriller
Something's Gotta Give,Comedy
Something's Gotta Give,Drama
Something's Gotta Give,Romance
The White Massai,Drama
The White Massai,Romance
The Baader Meinhof Complex,Action
The Baader Meinhof Complex,Biography
The Baader Meinhof Complex,Crime
No Country for Old Men,Crime
No Country for Old Men,Drama
No Country for Old Men,Thriller
Wild Chicks,Adventure
Wild Chicks,Family
Van Helsing,Action
Van Helsing,Adventure
Van Helsing,Fantasy
Perfect Stranger,Crime
Perfect Stranger,Mystery
Perfect Stranger,Thriller
Cloverfield,Action
Cloverfield,Horror
Cloverfield,Sci-Fi
The Punisher,Action
The Punisher,Crime
The Punisher,Drama
Matchstick Men,Comedy
Matchstick Men,Crime
Matchstick Men,Drama
Maid in Manhattan,Comedy
Maid in Manhattan,Drama
Maid in Manhattan,Romance
Juno,Comedy
Juno,Drama
There Will Be Blood,Drama
Elite Squad,Action
Elite Squad,Crime
Elite Squad,Drama
The Bucket List,Adventure
The Bucket List,Comedy
The Bucket List,Drama
Sahara,Action
Sahara,Adventure
Sahara,Comedy
Chicken Run,Adventure
Chicken Run,Animation
Chicken Run,Comedy
Brothers,Drama
Brothers,Thriller
Brothers,War
xXx,Action
xXx,Adventure
xXx,Drama
Speed Racer,Action
Speed Racer,Adventure
Speed Racer,Comedy
Vantage Point,Action
Vantage Point,Crime
Vantage Point,Drama
Open Season,Adventure
Open Season,Animation
Open Season,Comedy
Knockaround Guys,Crime
Knockaround Guys,Drama
Knockaround Guys,Thriller
Like Stars on Earth,Drama
Like Stars on Earth,Family
Water,Drama
Over the Hedge,Adventure
Over the Hedge,Animation
Over the Hedge,Comedy
Fearless,Action
Fearless,Biography
Fearless,Drama
Fun with Dick and Jane,Comedy
Fun with Dick and Jane,Crime
Rambo,Action
Rambo,Adventure
Rambo,Thriller
The Wave,Drama
The Wave,Thriller
Resident Evil: Extinction,Action
Resident Evil: Extinction,Horror
Resident Evil: Extinction,Sci-Fi
Wedding Daze,Comedy
Wedding Daze,Romance
"10,000 BC",Action
"10,000 BC",Adventure
"10,000 BC",Drama
Rang De Basanti,Comedy
Rang De Basanti,Crime
Rang De Basanti,Drama
Before the Devil Knows You're Dead,Crime
Before the Devil Knows You're Dead,Drama
Before the Devil Knows You're Dead,Thriller
Caramel,Comedy
Caramel,Drama
Caramel,Romance
The Kite Runner,Drama
Penelope,Comedy
Penelope,Fantasy
Penelope,Romance
Robin Hood: Men in Tights,Adventure
Robin Hood: Men in Tights,Comedy
Robin Hood: Men in Tights,Musical
Punch-Drunk Love,Comedy
Punch-Drunk Love,Drama
Punch-Drunk Love,Romance
The Reader,Drama
The Reader,Mystery
The Reader,Romance
21,Crime
21,Drama
21,Thriller
Om Shanti Om,Action
Om Shanti Om,Comedy
Om Shanti Om,Drama
Broken Embraces,Drama
Broken Embraces,Romance
Broken Embraces,Thriller
Untraceable,Crime
Untraceable,Mystery
Untraceable,Thriller
Napoleon Dynamite,Comedy
Midnight in the Garden of Good and Evil,Crime
Midnight in the Garden of Good and Evil,Drama
Midnight in the Garden of Good and Evil,Mystery
Æon Flux,Action
Æon Flux,Adventure
Æon Flux,Sci-Fi
Dark Habits,Comedy
Dark Habits,Drama
What Have I Done to Deserve This?,Comedy
What Have I Done to Deserve This?,Drama
High Heels,Comedy
High Heels,Drama
High Heels,Romance
Kika,Comedy
Welcome to the Sticks,Comedy
Welcome to the Sticks,Romance
Disturbia,Crime
Disturbia,Drama
Disturbia,Mystery
American Wedding,Comedy
Paris,Comedy
Paris,Drama
Paris,Romance
The Spirit,Action
The Spirit,Crime
The Spirit,Fantasy
Four Brothers,Action
Four Brothers,Crime
Four Brothers,Drama
Howards End,Drama
Howards End,Romance
In Bruges,Comedy
In Bruges,Crime
In Bruges,Drama
Step Up 2: The Streets,Drama
Step Up 2: The Streets,Music
Step Up 2: The Streets,Romance
REC,Horror
REC,Mystery
REC,Thriller
My Big Fat Greek Wedding,Comedy
My Big Fat Greek Wedding,Drama
My Big Fat Greek Wedding,Romance
Ice Age: Dawn of the Dinosaurs,Adventure
Ice Age: Dawn of the Dinosaurs,Animation
Ice Age: Dawn of the Dinosaurs,Comedy
Superbad,Comedy
Robin Hood: Prince of Thieves,Action
Robin Hood: Prince of Thieves,Adventure
Robin Hood: Prince of Thieves,Drama
My Neighbor Totoro,Animation
My Neighbor Totoro,Comedy
My Neighbor Totoro,Family
The Hitcher,Crime
The Hitcher,Thriller
A Man Apart,Action
A Man Apart,Crime
A Man Apart,Drama
Love Me If You Dare,Comedy
Love Me If You Dare,Drama
Love Me If You Dare,Romance
I Spy,Action
I Spy,Adventure
I Spy,Comedy
Carandiru,Crime
Carandiru,Drama
Lower City,Drama
The 6th Day,Action
The 6th Day,Mystery
The 6th Day,Sci-Fi
Never Back Down,Action
Never Back Down,Drama
Never Back Down,Sport
Dumb and Dumber,Comedy
Hitch,Comedy
Hitch,Romance
Ali,Biography
Ali,Drama
Ali,Sport
Prom Night,Horror
The Exorcism of Emily Rose,Drama
The Exorcism of Emily Rose,Horror
The Exorcism of Emily Rose,Thriller
Rivals,Action
Rivals,Crime
Rivals,Drama
The Isle,Drama
The Isle,Thriller
Deep Impact,Action
Deep Impact,Drama
Deep Impact,Sci-Fi
K-19: The Widowmaker,Drama
K-19: The Widowmaker,History
K-19: The Widowmaker,Thriller
Taken,Action
Taken,Crime
Taken,Thriller
Cannibals in the Streets,Drama
Cannibals in the Streets,Fantasy
Cannibals in the Streets,Horror
Anchorman: The Legend of Ron Burgundy,Comedy
Three Wishes for Cinderella,Adventure
Three Wishes for Cinderella,Drama
Three Wishes for Cinderella,Family
The Black Balloon,Drama
The Black Balloon,Romance
Eagle vs Shark,Comedy
Eagle vs Shark,Romance
Christine,Horror
Christine,Thriller
Mad Max 2: The Road Warrior,Action
Mad Max 2: The Road Warrior,Adventure
Mad Max 2: The Road Warrior,Sci-Fi
My Life as a Dog,Comedy
My Life as a Dog,Drama
Timecop,Action
Timecop,Crime
Timecop,Sci-Fi
Il Divo,Biography
Il Divo,Drama
Double Trouble,Action
Double Trouble,Comedy
Conspiracy Theory,Action
Conspiracy Theory,Drama
Conspiracy Theory,Mystery
Legally Blonde,Comedy
Legally Blonde,Romance
Casper,Comedy
Casper,Family
Casper,Fantasy
Jumanji,Adventure
Jumanji,Comedy
Jumanji,Family
The Bank Job,Crime
The Bank Job,Drama
The Bank Job,Thriller
Alfie,Comedy
Alfie,Drama
Alfie,Romance
The Karate Kid Part II,Action
The Karate Kid Part II,Family
The Karate Kid Part II,Sport
How the Grinch Stole Christmas,Comedy
How the Grinch Stole Christmas,Family
How the Grinch Stole Christmas,Fantasy
My Best Friend's Wedding,Comedy
My Best Friend's Wedding,Drama
My Best Friend's Wedding,Romance
Pale Rider,Drama
Pale Rider,Western
Gomorrah,Crime
Gomorrah,Drama
Lion's Den,Crime
Lion's Den,Drama
Wanted,Action
Wanted,Crime
Wanted,Thriller
Deep Blue Sea,Action
Deep Blue Sea,Adventure
Deep Blue Sea,Sci-Fi
Salt of This Sea,Drama
Salt of This Sea,Romance
Tokyo!,Comedy
Tokyo!,Drama
Tokyo!,Fantasy
I Love You Phillip Morris,Biography
I Love You Phillip Morris,Comedy
I Love You Phillip Morris,Crime
Hancock,Action
Hancock,Comedy
Hancock,Drama
Bad Boys II,Action
Bad Boys II,Comedy
Bad Boys II,Crime
Twilight,Drama
Twilight,Fantasy
Twilight,Romance
Boogeyman,Drama
Boogeyman,Horror
Boogeyman,Mystery
The Protector,Action
The Protector,Crime
The Protector,Drama
Disclosure,Drama
Disclosure,Thriller
Friends with Money,Comedy
Friends with Money,Drama
Friends with Money,Romance
Midnight Run,Action
Midnight Run,Comedy
Midnight Run,Crime
Spirit: Stallion of the Cimarron,Adventure
Spirit: Stallion of the Cimarron,Animation
Spirit: Stallion of the Cimarron,Drama
The Eye,Horror
The Eye,Mystery
Big Daddy,Comedy
Big Daddy,Drama
The Cave,Adventure
The Cave,Horror
The Cave,Sci-Fi
Only You,Comedy
Only You,Romance
Just Cause,Action
Just Cause,Crime
Just Cause,Drama
Little Man,Comedy
Little Man,Crime
Black Book,Drama
Black Book,Thriller
Black Book,War
Spies Like Us,Adventure
Spies Like Us,Comedy
Young Guns II,Action
Young Guns II,Drama
Young Guns II,Western
The Craft,Drama
The Craft,Fantasy
The Craft,Horror
The Quest,Action
The Quest,Adventure
The Quest,Drama
Kopps,Action
Kopps,Comedy
S.W.A.T.,Action
S.W.A.T.,Adventure
S.W.A.T.,Crime
Bibi Blocksberg,Comedy
Bibi Blocksberg,Family
Bibi Blocksberg,Fantasy
Now and Then,Comedy
Now and Then,Drama
Now and Then,Romance
Eraser,Action
Eraser,Crime
Eraser,Thriller
Ace Ventura: When Nature Calls,Adventure
Ace Ventura: When Nature Calls,Comedy
Ace Ventura: When Nature Calls,Crime
The Faculty,Horror
The Faculty,Mystery
The Faculty,Sci-Fi
Final Destination 3,Horror
Final Destination 3,Thriller
The Longest Yard,Comedy
The Longest Yard,Crime
The Longest Yard,Sport
Hudson Hawk,Action
Hudson Hawk,Adventure
Hudson Hawk,Comedy
Monster House,Animation
Monster House,Comedy
Monster House,Family
Ali G Indahouse,Comedy
Thesis,Crime
Thesis,Horror
Thesis,Mystery
Smilla's Sense of Snow,Crime
Smilla's Sense of Snow,Drama
Smilla's Sense of Snow,Mystery
Mortal Kombat,Action
Mortal Kombat,Adventure
Mortal Kombat,Fantasy
Ong-Bak: The Thai Warrior,Action
Ong-Bak: The Thai Warrior,Crime
Ong-Bak: The Thai Warrior,Thriller
The Last Boy Scout,Action
The Last Boy Scout,Comedy
The Last Boy Scout,Crime
Ghost in the Shell,Action
Ghost in the Shell,Animation
Ghost in the Shell,Crime
The Scorpion King,Action
The Scorpion King,Adventure
The Scorpion King,Fantasy
Transporter 2,Action
Transporter 2,Crime
Transporter 2,Thriller
Click,Comedy
